optimizer,lr,lr_decay,final_train_acc,final_val_acc,final_train_loss,final_val_loss
SGD,0.01,0.5,0.8482142857142857,0.8375,7.337839871644974,4.0752328634262085
Adam,0.01,0.5,0.8053571428571429,0.8,10.438396662473679,5.559300541877747
AdamW,0.005,0.9,0.8589285714285714,0.8708333333333333,7.063122034072876,3.7552179396152496
